0, 0, 15
0, 24, 1
0, 24, 27
0, 24, 29
0, 24, 36
0, 33, 2
0, 33, 23
0, 3, 16
0, 21, 5
0, 21, 11
0, 21, 14
0, 6, 7
0, 10, 19
0, 17, 20
0, 17, 22
0, 25, 26
0, 39, 28
0, 39, 34
0, 30, 35
0, 31, 32
1, 0, 2
1, 0, 34
1, 38, 3
1, 38, 5
1, 38, 12
1, 38, 14
1, 38, 35
1, 4, 24
1, 4, 30
1, 13, 6
1, 13, 9
1, 13, 17
1, 13, 19
1, 13, 22
1, 13, 32
1, 7, 36
1, 20, 23
1, 20, 26
1, 20, 31
1, 25, 33
2, 13, 0
2, 13, 9
2, 13, 11
2, 1, 5
2, 3, 10
2, 3, 29
2, 3, 35
2, 6, 37
2, 14, 7
2, 14, 28
2, 18, 8
2, 18, 25
2, 12, 20
2, 12, 30
2, 12, 39
2, 15, 21
2, 15, 36
2, 31, 22
2, 31, 32
2, 26, 27
3, 32, 1
3, 32, 14
3, 32, 21
3, 22, 2
3, 22, 18
3, 22, 30
3, 3, 9
3, 4, 28
3, 6, 26
3, 29, 7
3, 29, 15
3, 8, 23
3, 8, 33
3, 10, 25
3, 11, 20
3, 12, 24
3, 35, 16
3, 35, 38
3, 37, 34
3, 37, 39
4, 0, 15
4, 6, 1
4, 6, 7
4, 6, 10
4, 6, 11
4, 6, 24
4, 6, 32
4, 6, 39
4, 2, 29
4, 3, 12
4, 4, 23
4, 5, 38
4, 9, 26
4, 28, 13
4, 28, 33
4, 14, 20
4, 14, 27
4, 14, 36
4, 17, 16
4, 17, 34
5, 1, 0
5, 1, 8
5, 1, 14
5, 1, 16
5, 1, 18
5, 1, 23
5, 39, 2
5, 39, 31
5, 36, 3
5, 36, 5
5, 36, 19
5, 25, 4
5, 25, 12
5, 25, 29
5, 7, 30
5, 26, 10
5, 26, 20
5, 26, 37
5, 13, 27
5, 22, 33
6, 21, 0
6, 21, 3
6, 21, 37
6, 1, 33
6, 2, 5
6, 2, 15
6, 25, 7
6, 25, 13
6, 32, 8
6, 32, 23
6, 32, 28
6, 32, 38
6, 9, 17
6, 10, 16
6, 11, 36
6, 12, 24
6, 12, 31
6, 18, 29
6, 34, 19
6, 34, 22
7, 0, 13
7, 0, 35
7, 0, 37
7, 39, 1
7, 39, 10
7, 39, 20
7, 2, 8
7, 3, 4
7, 16, 5
7, 16, 34
7, 6, 25
7, 6, 31
7, 6, 38
7, 7, 26
7, 7, 29
7, 9, 11
7, 17, 19
7, 17, 23
7, 17, 36
7, 18, 24
8, 18, 0
8, 18, 16
8, 18, 32
8, 1, 8
