0, 1, 36
0, 2, 23
0, 21, 5
0, 21, 11
0, 17, 22
0, 20, 24
0, 25, 26
0, 27, 29
0, 31, 32
0, 34, 39
1, 5, 3
1, 5, 14
1, 6, 19
1, 9, 32
1, 12, 35
1, 12, 38
1, 13, 17
1, 13, 22
1, 31, 23
1, 31, 26
2, 0, 9
2, 1, 5
2, 6, 37
2, 7, 28
2, 10, 29
2, 20, 12
2, 20, 30
2, 20, 39
2, 21, 15
2, 21, 36
3, 1, 21
3, 8, 23
3, 11, 20
3, 12, 24
3, 14, 32
3, 22, 30
3, 28, 29
3, 37, 33
3, 37, 34
3, 35, 38
4, 0, 15
4, 1, 39
4, 2, 29
4, 4, 23
4, 5, 38
4, 6, 32
4, 7, 10
4, 20, 14
4, 20, 27
4, 17, 34
5, 16, 0
5, 16, 1
5, 16, 18
5, 16, 23
5, 5, 19
5, 5, 36
5, 10, 26
5, 10, 37
5, 12, 29
5, 14, 20
6, 32, 0
6, 32, 8
6, 32, 28
6, 2, 15
6, 13, 7
6, 13, 25
6, 22, 19
6, 22, 34
6, 21, 23
6, 21, 38
7, 0, 37
7, 1, 29
7, 3, 4
7, 5, 24
7, 6, 31
7, 17, 19
7, 17, 23
7, 20, 39
7, 25, 38
7, 26, 35
8, 28, 2
8, 28, 5
8, 3, 4
8, 3, 35
8, 7, 14
8, 10, 17
8, 25, 21
8, 25, 23
8, 29, 37
8, 36, 39
9, 7, 0
9, 7, 33
9, 4, 36
9, 5, 19
9, 22, 6
9, 22, 16
9, 22, 37
9, 22, 39
9, 10, 21
9, 18, 24
10, 2, 20
10, 11, 4
10, 11, 5
10, 11, 29
10, 11, 30
10, 11, 34
10, 11, 37
10, 10, 19
10, 17, 22
10, 26, 27
11, 27, 3
11, 27, 20
11, 28, 10
11, 28, 21
11, 28, 22
11, 12, 30
11, 15, 19
11, 16, 29
11, 23, 25
11, 24, 37
12, 31, 1
12, 31, 7
12, 31, 18
12, 2, 32
12, 12, 6
12, 12, 9
12, 12, 14
12, 15, 19
12, 16, 22
12, 17, 35
13, 1, 17
13, 12, 4
13, 12, 23
13, 12, 26
13, 5, 15
13, 5, 30
13, 7, 21
13, 11, 34
13, 24, 31
13, 36, 37
14, 0, 1
14, 14, 3
14, 14, 12
14, 14, 18
14, 4, 38
14, 5, 16
14, 21, 13
14, 21, 26
14, 28, 30
14, 29, 34
15, 5, 7
15, 8, 13
15, 9, 20
15, 9, 23
15, 9, 34
15, 9, 37
15, 29, 11
15, 29, 18
15, 29, 19
15, 21, 28
16, 5, 2
16, 5, 15
16, 4, 22
16, 4, 37
16, 9, 7
16, 9, 27
16, 9, 34
16, 10, 18
16, 12, 21
16, 24, 29
17, 5, 28
17, 20, 8
17, 20, 38
17, 12, 19
17, 12, 22
17, 23, 14
17, 23, 15
17, 25, 16
17, 25, 37
17, 30, 32
18, 3, 35
18, 6, 4
18, 6, 14
18, 6, 28
18, 7, 30
18, 11, 17
18, 23, 24
18, 36, 26
18, 36, 32
18, 36, 33
19, 30, 2
19, 30, 26
19, 30, 27
19, 30, 29
19, 30, 32
19, 9, 15
19, 9, 17
19, 25, 16
19, 25, 37
19, 20, 31
20, 6, 0
20, 6, 26
20, 6, 28
20, 9, 4
20, 9, 12
20, 9, 16
20, 9, 21
20, 9, 33
20, 18, 37
20, 34, 35
21, 36, 1
21, 36, 4
21, 36, 31
21, 2, 10
21, 2, 23
21, 3, 25
21, 30, 6
21, 30, 15
21, 30, 32
21, 21, 24
22, 1, 24
22, 34, 4
22, 34, 29
22, 35, 5
22, 35, 20
22, 35, 38
22, 12, 16
22, 12, 19
22, 13, 39
22, 28, 32
23, 24, 3
23, 24, 7
23, 24, 10
23, 24, 16
23, 24, 27
23, 24, 38
23, 32, 11
23, 32, 33
23, 32, 36
23, 34, 39
24, 1, 28
24, 3, 12
24, 3, 17
24, 21, 5
24, 21, 11
24, 21, 30
24, 26, 19
24, 26, 31
24, 26, 32
24, 25, 29
25, 2, 26
25, 4, 16
25, 4, 29
25, 4, 35
25, 4, 38
25, 21, 5
25, 21, 34
25, 21, 39
25, 10, 7
25, 10, 22
26, 24, 0
26, 24, 6
26, 24, 7
26, 39, 3
26, 39, 26
26, 39, 35
26, 9, 5
26, 9, 30
26, 13, 20
26, 31, 38
27, 26, 0
27, 26, 21
27, 26, 39
27, 14, 6
27, 14, 13
27, 14, 28
27, 14, 29
27, 10, 9
27, 10, 30
27, 19, 38
28, 25, 1
28, 25, 4
28, 25, 10
28, 25, 15
28, 25, 17
28, 25, 31
28, 25, 35
28, 25, 36
28, 6, 12
28, 9, 24
29, 39, 1
29, 39, 7
29, 39, 25
29, 39, 36
29, 17, 6
29, 17, 14
29, 17, 21
29, 17, 29
29, 11, 15
29, 33, 37
30, 4, 14
30, 6, 13
30, 6, 30
30, 10, 12
30, 10, 18
30, 10, 19
30, 10, 21
30, 11, 32
30, 11, 33
30, 11, 37
31, 3, 9
31, 3, 14
31, 3, 17
31, 3, 25
31, 3, 29
31, 3, 31
31, 3, 39
31, 20, 4
31, 20, 10
31, 6, 24
32, 2, 22
32, 9, 3
32, 9, 11
32, 9, 12
32, 9, 17
32, 9, 18
32, 9, 21
32, 9, 32
32, 9, 33
32, 25, 34
33, 30, 4
33, 30, 17
33, 30, 18
33, 30, 19
33, 30, 22
33, 30, 28
33, 30, 32
33, 30, 34
33, 7, 27
33, 8, 25
34, 32, 1
34, 32, 4
34, 32, 33
34, 2, 6
34, 2, 29
34, 8, 28
34, 8, 30
34, 8, 31
34, 8, 38
34, 11, 20
35, 12, 0
35, 12, 4
35, 12, 6
35, 12, 9
35, 12, 20
35, 12, 23
35, 12, 26
35, 12, 36
35, 12, 39
35, 10, 25
36, 17, 0
36, 17, 3
36, 10, 6
36, 10, 18
36, 10, 37
36, 20, 7
36, 20, 15
36, 20, 24
36, 30, 16
36, 30, 32
37, 21, 6
37, 21, 7
37, 9, 19
37, 9, 37
37, 13, 26
37, 14, 35
37, 17, 38
37, 18, 29
37, 34, 22
37, 34, 27
38, 39, 4
38, 39, 11
38, 39, 33
38, 39, 36
38, 39, 37
38, 10, 20
38, 12, 24
38, 14, 34
38, 16, 22
38, 23, 30
39, 32, 0
39, 32, 34
39, 32, 38
39, 20, 1
39, 20, 16
39, 26, 4
39, 26, 27
39, 23, 7
39, 23, 37
39, 21, 39
