0, 1, 0, 24
1, 34, 1, 0
1, 34, 1, 5
1, 34, 1, 25
1, 34, 1, 28
1, 33, 1, 2
1, 33, 1, 3
1, 33, 1, 6
1, 33, 1, 9
1, 33, 1, 12
1, 33, 1, 14
1, 33, 1, 17
1, 33, 1, 19
1, 33, 1, 20
1, 33, 1, 22
1, 33, 1, 32
1, 33, 1, 35
1, 33, 1, 38
1, 4, 1, 24
1, 4, 1, 30
1, 39, 1, 7
1, 39, 1, 13
1, 39, 1, 23
1, 39, 1, 26
1, 39, 1, 31
1, 39, 1, 36
2, 3, 1, 8
2, 3, 2, 35
2, 16, 1, 11
2, 16, 1, 29
1, 18, 1, 37
2, 0, 2, 8
2, 0, 2, 11
2, 0, 2, 13
2, 15, 2, 1
2, 15, 2, 5
2, 15, 2, 9
2, 15, 2, 12
2, 15, 2, 30
2, 15, 2, 38
2, 15, 2, 39
2, 25, 2, 6
2, 25, 2, 18
2, 25, 2, 37
2, 7, 2, 14
2, 7, 2, 26
2, 7, 2, 28
2, 29, 2, 10
2, 29, 2, 21
2, 29, 2, 34
2, 29, 2, 36
2, 31, 2, 20
2, 31, 2, 22
2, 31, 2, 32
2, 27, 3, 18
3, 29, 3, 1
3, 29, 3, 7
3, 29, 3, 28
3, 3, 3, 9
3, 4, 3, 10
3, 37, 3, 8
3, 37, 3, 38
3, 12, 3, 24
3, 25, 3, 14
3, 25, 3, 21
3, 25, 3, 32
3, 16, 3, 22
3, 16, 3, 34
3, 16, 3, 35
3, 33, 3, 39
4, 2, 4, 29
5, 16, 4, 6
5, 16, 5, 1
4, 14, 4, 27
4, 17, 4, 34
4, 17, 4, 36
5, 8, 5, 0
5, 8, 7, 38
5, 4, 6, 17
5, 7, 5, 18
5, 10, 5, 37
5, 23, 6, 3
10, 6, 6, 0
10, 6, 6, 28
10, 6, 7, 25
10, 6, 8, 28
6, 1, 6, 22
6, 2, 6, 5
6, 2, 6, 15
6, 29, 6, 30
7, 3, 7, 4
8, 7, 8, 23
13, 4, 8, 18
13, 4, 10, 36
12, 16, 9, 0
12, 16, 10, 9
10, 32, 9, 4
10, 32, 9, 36
10, 32, 10, 5
10, 32, 10, 11
10, 32, 10, 30
10, 32, 10, 34
10, 32, 11, 10
10, 32, 11, 25
10, 32, 12, 6
10, 32, 12, 31
9, 31, 12, 20
9, 34, 10, 27
13, 21, 10, 4
13, 21, 12, 9
13, 21, 12, 14
13, 21, 13, 7
13, 21, 14, 18
13, 21, 14, 26
11, 1, 13, 31
11, 12, 14, 34
11, 28, 11, 21
11, 28, 11, 24
11, 28, 11, 37
11, 28, 12, 7
11, 28, 12, 18
11, 28, 13, 1
11, 28, 13, 37
11, 28, 14, 3
11, 28, 14, 5
13, 34, 11, 30
13, 34, 12, 22
13, 34, 13, 11
13, 34, 14, 16
17, 23, 12, 1
17, 23, 14, 12
17, 23, 15, 11
13, 3, 14, 2
16, 9, 13, 12
16, 9, 13, 23
16, 9, 14, 30
16, 9, 14, 38
16, 9, 15, 7
16, 9, 16, 34
14, 14, 13, 36
14, 14, 15, 29
14, 0, 14, 28
14, 4, 15, 13
14, 20, 20, 36
17, 31, 14, 21
17, 31, 15, 19
17, 31, 15, 20
17, 31, 15, 23
17, 31, 15, 34
17, 31, 15, 37
17, 31, 16, 15
17, 31, 16, 29
17, 31, 16, 32
17, 31, 17, 15
17, 30, 14, 39
17, 30, 15, 25
17, 37, 15, 5
17, 37, 15, 8
18, 30, 15, 6
