0, 0, 0, 37
0, 24, 0, 1
0, 24, 0, 29
0, 2, 0, 15
0, 2, 0, 23
0, 2, 0, 31
0, 2, 0, 32
0, 3, 0, 33
0, 4, 0, 38
0, 11, 0, 5
0, 11, 0, 7
0, 11, 0, 14
0, 6, 0, 21
0, 36, 0, 9
0, 36, 0, 27
0, 22, 0, 17
0, 22, 0, 20
0, 25, 0, 26
0, 34, 0, 28
0, 34, 0, 39
0, 30, 0, 35
1, 22, 1, 0
1, 22, 1, 2
1, 22, 1, 3
1, 22, 1, 4
1, 22, 1, 5
1, 22, 1, 6
1, 22, 1, 9
1, 22, 1, 12
1, 22, 1, 14
1, 22, 1, 17
1, 22, 1, 19
1, 22, 1, 24
1, 22, 1, 25
1, 22, 1, 30
1, 22, 1, 32
1, 22, 1, 33
1, 22, 1, 34
1, 22, 1, 35
1, 22, 1, 38
1, 1, 1, 21
1, 1, 2, 23
1, 23, 1, 7
1, 23, 1, 13
1, 23, 1, 16
1, 23, 1, 20
1, 23, 1, 26
1, 23, 1, 31
1, 23, 1, 36
1, 23, 1, 39
2, 35, 1, 8
2, 35, 2, 3
2, 35, 2, 19
2, 35, 2, 24
2, 35, 2, 27
2, 35, 2, 28
2, 35, 2, 33
2, 35, 3, 8
2, 35, 3, 18
2, 35, 3, 23
2, 35, 3, 30
2, 35, 3, 37
2, 35, 3, 38
2, 14, 1, 10
2, 14, 1, 11
2, 14, 1, 28
2, 14, 1, 29
2, 14, 2, 7
2, 14, 2, 16
2, 14, 2, 26
2, 17, 1, 15
2, 17, 3, 19
2, 17, 5, 33
1, 18, 1, 37
1, 18, 2, 2
2, 39, 2, 0
2, 39, 2, 1
2, 39, 2, 5
2, 39, 2, 8
2, 39, 2, 9
2, 39, 2, 11
2, 39, 2, 12
2, 39, 2, 13
2, 39, 2, 15
2, 39, 2, 30
2, 39, 2, 38
2, 39, 3, 1
2, 39, 3, 7
2, 39, 3, 28
2, 39, 3, 29
2, 18, 2, 4
2, 18, 2, 6
2, 18, 2, 25
2, 18, 2, 37
2, 18, 3, 4
2, 18, 3, 10
2, 18, 3, 11
2, 18, 3, 15
2, 21, 2, 10
2, 21, 2, 20
