0, 17, 34
0, 27, 36
1, 14, 0
1, 14, 2
1, 14, 3
1, 14, 4
1, 14, 5
1, 14, 6
1, 14, 7
1, 14, 11
1, 14, 12
1, 14, 13
1, 14, 17
1, 14, 19
1, 14, 20
1, 14, 22
1, 14, 24
1, 14, 25
1, 14, 28
1, 14, 29
1, 14, 30
1, 14, 32
1, 14, 33
1, 14, 34
1, 14, 35
1, 14, 38
1, 8, 27
1, 36, 9
1, 36, 16
1, 36, 23
1, 36, 26
1, 36, 31
1, 36, 39
1, 18, 37
2, 39, 0
2, 39, 5
2, 39, 11
2, 39, 12
2, 39, 15
2, 39, 30
2, 39, 33
2, 39, 38
2, 6, 1
2, 6, 9
2, 6, 18
2, 6, 37
2, 31, 3
2, 31, 7
2, 31, 10
2, 31, 20
2, 31, 21
2, 31, 22
2, 31, 29
2, 31, 32
2, 31, 34
2, 31, 35
2, 31, 36
2, 25, 4
2, 25, 8
2, 25, 13
2, 14, 16
2, 14, 24
2, 14, 26
2, 14, 27
2, 14, 28
3, 29, 0
3, 29, 7
3, 29, 13
3, 29, 28
3, 21, 1
3, 21, 6
3, 21, 14
3, 21, 25
3, 21, 32
3, 2, 23
3, 34, 3
3, 34, 9
3, 34, 22
3, 34, 30
3, 4, 15
3, 5, 17
3, 38, 8
3, 38, 16
3, 38, 18
3, 38, 31
3, 38, 33
3, 38, 35
3, 38, 37
3, 38, 39
3, 20, 10
3, 20, 11
3, 12, 24
4, 4, 0
4, 4, 8
4, 1, 9
4, 1, 13
4, 7, 11
4, 10, 22
4, 10, 30
4, 10, 33
4, 12, 20
4, 14, 19
4, 14, 27
4, 16, 15
4, 16, 28
4, 16, 32
4, 17, 23
4, 21, 26
5, 1, 16
5, 8, 3
5, 8, 18
5, 5, 17
5, 10, 37
5, 11, 19
5, 11, 27
5, 14, 12
5, 14, 39
5, 15, 23
6, 0, 28
6, 1, 22
6, 2, 5
6, 15, 29
6, 19, 34
6, 19, 39
7, 0, 38
7, 1, 17
7, 1, 19
7, 1, 36
7, 3, 4
7, 10, 30
7, 11, 21
7, 18, 20
8, 0, 14
8, 7, 15
8, 18, 16
8, 18, 17
8, 18, 21
8, 18, 32
8, 18, 34
9, 4, 0
9, 4, 27
9, 4, 28
9, 4, 36
9, 32, 2
9, 32, 18
9, 32, 29
9, 32, 31
9, 8, 24
9, 13, 16
9, 13, 33
9, 13, 39
10, 20, 4
10, 20, 23
10, 36, 5
10, 36, 9
10, 36, 11
10, 36, 22
10, 36, 32
10, 12, 31
11, 1, 27
11, 25, 4
11, 25, 10
11, 25, 13
11, 19, 23
11, 30, 20
11, 30, 24
11, 30, 28
11, 30, 37
12, 1, 7
12, 1, 8
12, 1, 20
12, 1, 24
12, 22, 6
12, 22, 9
12, 22, 31
12, 22, 39
12, 14, 36
12, 16, 38
13, 1, 11
13, 36, 3
13, 36, 4
13, 36, 12
13, 36, 31
13, 36, 34
13, 36, 37
13, 8, 13
13, 24, 25
14, 0, 39
14, 1, 28
14, 4, 12
14, 4, 14
14, 4, 21
15, 7, 1
15, 7, 6
15, 7, 21
15, 7, 23
15, 7, 25
15, 20, 34
16, 17, 22
16, 17, 29
16, 17, 32
16, 30, 34
17, 5, 14
17, 5, 36
17, 16, 31
18, 14, 28
18, 14, 35
19, 15, 26
19, 16, 30
20, 19, 1
20, 19, 26
21, 0, 23
21, 1, 10
22, 26, 28
22, 26, 30
23, 4, 36
23, 35, 39
24, 5, 32
24, 21, 22
25, 2, 31
25, 2, 34
26, 4, 31
26, 5, 6
27, 29, 13
27, 29, 14
27, 29, 32
28, 4, 38
28, 10, 25
29, 37, 15
29, 37, 36
30, 34, 0
30, 34, 3
30, 34, 10
30, 34, 21
30, 34, 31
30, 12, 37
30, 13, 19
31, 27, 3
31, 27, 6
31, 27, 17
31, 27, 21
31, 27, 29
31, 27, 30
31, 27, 39
31, 18, 4
31, 18, 9
31, 18, 10
31, 18, 16
31, 18, 20
31, 18, 28
31, 18, 31
31, 11, 15
31, 14, 19
32, 11, 1
32, 11, 3
32, 11, 5
32, 11, 15
32, 11, 17
32, 11, 21
32, 11, 26
32, 11, 27
32, 11, 29
32, 11, 30
32, 11, 35
32, 11, 38
32, 11, 39
32, 2, 22
32, 12, 19
33, 6, 2
33, 6, 23
33, 6, 38
33, 28, 4
33, 28, 7
33, 28, 8
33, 28, 10
33, 28, 17
