0, 1, 24
0, 9, 36
1, 12, 0
1, 12, 2
1, 12, 3
1, 12, 4
1, 12, 5
1, 12, 6
1, 12, 8
1, 12, 9
1, 12, 10
1, 12, 11
1, 12, 14
1, 12, 17
1, 12, 19
1, 12, 20
1, 12, 22
1, 12, 24
1, 12, 25
1, 12, 28
1, 12, 29
1, 12, 30
1, 12, 32
1, 12, 33
1, 12, 34
1, 12, 35
1, 12, 38
1, 23, 7
1, 23, 13
1, 23, 16
1, 23, 26
1, 23, 31
1, 23, 36
1, 23, 39
1, 18, 37
2, 9, 0
2, 9, 1
2, 9, 5
2, 9, 6
2, 9, 8
2, 9, 11
2, 9, 12
2, 9, 13
2, 9, 15
2, 9, 18
2, 9, 25
2, 9, 30
2, 9, 37
2, 9, 38
2, 9, 39
2, 28, 3
2, 28, 7
2, 28, 14
2, 28, 16
2, 28, 19
2, 28, 24
2, 28, 26
2, 28, 27
2, 28, 33
2, 28, 35
2, 21, 10
2, 21, 20
2, 21, 22
2, 21, 29
2, 21, 31
2, 21, 32
2, 21, 34
2, 21, 36
3, 32, 1
3, 32, 6
3, 32, 7
3, 32, 14
3, 32, 20
3, 32, 21
3, 32, 25
3, 32, 28
3, 32, 29
3, 35, 2
3, 35, 3
3, 35, 9
3, 35, 16
3, 35, 22
3, 35, 33
3, 35, 34
3, 35, 39
3, 4, 10
3, 4, 11
3, 4, 15
3, 5, 36
3, 38, 8
3, 38, 13
3, 38, 18
3, 38, 23
3, 38, 30
3, 38, 37
3, 24, 12
3, 24, 26
3, 17, 31
4, 34, 0
4, 34, 7
4, 34, 16
4, 34, 17
4, 34, 36
4, 1, 9
4, 1, 13
4, 1, 15
4, 29, 2
4, 29, 3
4, 29, 11
4, 4, 23
4, 6, 38
4, 39, 10
4, 39, 24
4, 27, 12
4, 27, 14
4, 27, 19
4, 27, 20
4, 18, 33
4, 28, 32
5, 18, 0
5, 18, 7
5, 18, 8
5, 18, 23
5, 16, 1
5, 16, 4
5, 25, 3
5, 25, 29
5, 5, 14
5, 9, 13
5, 10, 37
5, 12, 27
6, 0, 28
6, 1, 22
6, 2, 5
6, 2, 15
6, 2, 19
6, 3, 21
6, 7, 25
6, 29, 30
7, 3, 4
7, 38, 6
7, 38, 7
7, 38, 25
7, 38, 31
7, 9, 11
7, 17, 10
7, 17, 19
8, 0, 32
8, 5, 10
8, 7, 14
8, 7, 17
8, 7, 18
8, 7, 20
8, 7, 21
8, 7, 23
8, 15, 24
8, 16, 38
8, 28, 37
9, 36, 0
9, 36, 4
9, 36, 7
9, 36, 27
9, 1, 25
9, 5, 19
9, 8, 24
9, 9, 20
9, 12, 31
9, 16, 22
9, 18, 21
9, 28, 32
9, 34, 39
10, 34, 4
10, 34, 5
10, 34, 11
10, 34, 18
10, 34, 29
10, 34, 30
10, 34, 32
10, 34, 37
10, 27, 6
10, 27, 12
10, 7, 8
10, 9, 20
10, 9, 31
10, 9, 36
11, 30, 1
11, 30, 12
11, 30, 24
11, 27, 3
11, 27, 13
11, 27, 39
11, 4, 19
11, 21, 10
11, 21, 23
11, 21, 25
11, 21, 28
11, 21, 37
11, 20, 22
12, 18, 1
12, 18, 6
12, 18, 7
12, 18, 9
12, 18, 12
12, 18, 14
12, 18, 16
12, 18, 22
12, 18, 25
12, 18, 31
12, 2, 13
12, 2, 24
12, 15, 19
12, 28, 32
13, 36, 1
13, 36, 7
13, 36, 21
13, 36, 37
13, 23, 4
13, 23, 11
13, 23, 12
13, 23, 31
13, 23, 34
13, 13, 28
13, 24, 26
14, 0, 28
14, 0, 30
14, 0, 39
14, 2, 37
14, 3, 4
14, 3, 5
14, 3, 16
14, 21, 12
14, 21, 14
14, 21, 18
14, 21, 26
14, 34, 38
15, 21, 5
15, 21, 6
15, 21, 7
15, 21, 13
15, 21, 25
15, 20, 11
15, 20, 19
15, 20, 23
15, 20, 34
15, 20, 37
16, 15, 2
16, 15, 5
16, 15, 10
16, 15, 17
16, 15, 18
16, 15, 24
16, 15, 29
16, 15, 32
16, 4, 37
16, 9, 7
16, 9, 19
16, 9, 27
16, 9, 34
17, 5, 25
17, 8, 38
17, 14, 20
18, 14, 26
18, 14, 28
19, 2, 16
19, 2, 32
20, 4, 35
20, 26, 28
21, 1, 31
21, 23, 2
21, 23, 10
22, 12, 19
22, 32, 34
23, 33, 32
23, 33, 36
24, 21, 11
24, 21, 30
25, 22, 2
25, 22, 21
26, 5, 9
26, 5, 24
27, 29, 9
27, 29, 14
27, 29, 39
28, 36, 4
28, 36, 25
29, 25, 10
29, 25, 15
29, 17, 33
30, 0, 36
30, 19, 10
30, 19, 13
30, 19, 21
30, 19, 31
30, 19, 33
30, 11, 32
30, 14, 18
31, 18, 2
31, 18, 3
31, 18, 4
31, 18, 9
31, 18, 10
31, 18, 14
31, 18, 16
31, 18, 17
31, 18, 20
31, 18, 28
31, 18, 31
31, 27, 6
31, 27, 19
31, 27, 21
31, 27, 24
31, 27, 29
31, 27, 30
31, 27, 39
32, 11, 2
32, 11, 12
32, 11, 15
32, 11, 17
32, 11, 18
32, 11, 20
32, 11, 22
32, 11, 29
32, 11, 32
32, 11, 33
32, 11, 34
32, 11, 35
32, 27, 10
32, 27, 21
32, 27, 25
32, 27, 26
32, 27, 39
33, 30, 4
33, 30, 7
33, 30, 8
33, 30, 17
33, 30, 18
33, 30, 19
33, 30, 22
33, 30, 25
33, 30, 27
33, 30, 28
33, 30, 32
33, 30, 34
33, 30, 37
33, 30, 38
33, 30, 39
33, 6, 13
33, 29, 11
33, 29, 31
34, 31, 1
34, 31, 2
34, 31, 4
34, 31, 6
34, 31, 8
34, 31, 10
34, 31, 11
34, 31, 12
34, 31, 14
34, 31, 20
34, 31, 27
34, 31, 28
34, 31, 29
34, 31, 30
34, 31, 32
34, 31, 33
34, 31, 34
34, 31, 36
34, 31, 38
34, 31, 39
34, 9, 23
34, 9, 37
34, 13, 18
34, 15, 21
34, 17, 26
35, 12, 0
35, 12, 2
35, 12, 4
35, 12, 6
35, 12, 9
35, 12, 13
35, 12, 15
35, 12, 20
35, 12, 22
35, 12, 23
35, 12, 25
35, 12, 26
35, 12, 28
35, 12, 29
35, 12, 30
35, 12, 34
35, 12, 36
35, 12, 37
35, 12, 39
35, 27, 14
35, 27, 16
35, 27, 33
36, 15, 0
36, 15, 1
36, 15, 3
36, 15, 6
36, 15, 7
36, 15, 10
36, 15, 11
36, 15, 13
36, 15, 16
36, 15, 17
36, 15, 18
36, 15, 20
36, 15, 21
36, 15, 24
36, 15, 26
36, 15, 30
36, 15, 31
36, 15, 32
36, 15, 34
36, 15, 37
36, 15, 38
36, 5, 25
36, 33, 28
36, 33, 29
37, 18, 0
37, 18, 1
37, 18, 2
37, 18, 3
37, 18, 4
37, 18, 6
37, 18, 7
37, 18, 9
37, 18, 13
37, 18, 14
37, 18, 15
37, 18, 16
37, 18, 17
37, 18, 19
37, 18, 20
37, 18, 21
37, 18, 22
37, 18, 23
37, 18, 24
37, 18, 26
37, 18, 27
37, 18, 29
37, 18, 30
37, 18, 31
37, 18, 32
37, 18, 33
37, 18, 34
37, 18, 35
37, 18, 37
37, 18, 38
37, 12, 28
38, 20, 1
38, 20, 2
38, 20, 3
38, 20, 4
38, 20, 6
38, 20, 7
38, 20, 8
38, 20, 9
38, 20, 10
38, 20, 11
38, 20, 12
38, 20, 14
38, 20, 15
38, 20, 16
38, 20, 17
38, 20, 18
38, 20, 22
38, 20, 23
38, 20, 24
38, 20, 25
38, 20, 26
38, 20, 27
38, 20, 28
38, 20, 30
38, 20, 31
38, 20, 32
38, 20, 33
38, 20, 34
38, 20, 35
38, 20, 36
38, 20, 37
38, 20, 39
38, 5, 13
39, 26, 4
39, 26, 6
39, 26, 27
39, 26, 32
39, 26, 38
39, 26, 39
39, 20, 7
39, 20, 21
39, 36, 8
39, 36, 10
