0, 0, 0, 37
0, 1, 0, 24
0, 2, 0, 23
0, 3, 0, 16
0, 4, 0, 38
0, 5, 0, 21
0, 27, 0, 9
0, 27, 0, 36
0, 11, 0, 14
0, 32, 0, 15
0, 32, 0, 31
0, 22, 0, 17
0, 22, 0, 20
0, 25, 0, 26
0, 34, 0, 29
0, 34, 0, 39
0, 30, 0, 35
1, 27, 1, 0
1, 27, 1, 2
1, 27, 1, 3
1, 27, 1, 4
1, 27, 1, 5
1, 27, 1, 6
1, 27, 1, 9
1, 27, 1, 12
1, 27, 1, 13
1, 27, 1, 14
1, 27, 1, 17
1, 27, 1, 19
1, 27, 1, 20
1, 27, 1, 22
1, 27, 1, 23
1, 27, 1, 24
1, 27, 1, 25
1, 27, 1, 26
1, 27, 1, 28
1, 27, 1, 30
1, 27, 1, 31
1, 27, 1, 32
1, 27, 1, 33
1, 27, 1, 34
1, 27, 1, 35
1, 27, 1, 38
1, 1, 1, 21
1, 1, 2, 23
1, 7, 1, 16
1, 7, 1, 36
1, 7, 1, 39
3, 27, 1, 8
3, 27, 2, 3
3, 27, 2, 10
3, 27, 2, 29
3, 27, 2, 34
3, 27, 2, 35
3, 27, 3, 5
3, 27, 3, 12
3, 27, 3, 24
3, 27, 4, 35
5, 5, 1, 10
5, 5, 3, 0
5, 5, 4, 9
5, 5, 5, 3
5, 5, 5, 19
5, 5, 5, 36
5, 5, 6, 7
5, 5, 6, 13
5, 5, 6, 25
5, 5, 7, 18
5, 5, 7, 24
5, 5, 7, 31
5, 5, 7, 34
6, 38, 1, 11
6, 38, 1, 29
6, 38, 4, 13
6, 38, 4, 33
6, 38, 6, 8
6, 38, 6, 23
6, 38, 6, 32
6, 38, 8, 28
6, 38, 9, 16
6, 38, 9, 39
3, 19, 1, 15
3, 19, 2, 17
2, 2, 1, 18
2, 2, 1, 37
2, 5, 2, 0
2, 5, 2, 1
2, 5, 2, 9
2, 5, 2, 11
2, 5, 2, 12
2, 5, 2, 13
2, 5, 2, 15
2, 5, 2, 20
2, 5, 2, 21
2, 5, 2, 22
2, 5, 2, 30
2, 5, 2, 31
2, 5, 2, 32
2, 5, 2, 36
2, 5, 2, 38
2, 5, 2, 39
2, 4, 2, 8
2, 4, 2, 18
2, 4, 2, 25
2, 4, 3, 10
2, 4, 3, 11
2, 4, 3, 14
2, 4, 3, 20
2, 4, 3, 25
2, 4, 4, 19
2, 4, 5, 27
6, 9, 2, 6
6, 9, 2, 37
6, 9, 3, 4
6, 9, 3, 7
6, 9, 3, 15
6, 9, 3, 28
6, 9, 3, 29
6, 9, 4, 25
6, 9, 4, 26
6, 9, 5, 2
6, 9, 5, 31
6, 9, 6, 17
6, 9, 7, 5
4, 21, 2, 7
4, 21, 2, 14
4, 21, 2, 16
4, 21, 2, 24
4, 21, 2, 26
4, 21, 2, 27
4, 21, 2, 28
4, 21, 3, 2
4, 21, 3, 8
4, 21, 3, 9
4, 21, 3, 16
4, 21, 3, 22
4, 21, 3, 30
4, 21, 3, 34
4, 21, 3, 35
4, 21, 3, 37
4, 21, 3, 38
4, 21, 3, 39
4, 21, 4, 1
4, 21, 4, 7
4, 21, 4, 10
4, 21, 4, 24
4, 21, 4, 39
4, 21, 5, 33
4, 21, 6, 3
4, 21, 7, 30
5, 29, 2, 19
5, 29, 2, 33
5, 29, 3, 18
5, 29, 3, 23
5, 29, 3, 33
5, 29, 4, 0
5, 29, 4, 2
5, 29, 4, 3
5, 29, 4, 15
5, 29, 4, 29
5, 29, 4, 38
5, 29, 5, 4
5, 29, 5, 12
5, 29, 5, 39
5, 29, 6, 24
5, 29, 7, 16
3, 6, 3, 1
3, 6, 3, 21
3, 6, 3, 26
3, 6, 3, 32
3, 6, 4, 4
3, 6, 4, 12
3, 6, 4, 14
3, 6, 4, 16
3, 6, 4, 17
3, 6, 4, 20
3, 6, 4, 23
3, 6, 4, 27
3, 6, 4, 34
3, 6, 4, 36
3, 6, 5, 9
3, 6, 5, 25
5, 16, 3, 3
5, 16, 4, 6
5, 16, 4, 28
5, 16, 4, 32
5, 16, 5, 0
5, 16, 5, 1
5, 16, 5, 8
5, 16, 5, 18
5, 16, 5, 23
5, 16, 6, 0
5, 16, 6, 21
5, 16, 6, 28
5, 16, 7, 6
5, 16, 7, 25
5, 16, 7, 38
5, 16, 8, 37
5, 16, 10, 6
5, 16, 11, 9
20, 27, 3, 13
20, 27, 12, 32
20, 27, 16, 25
20, 27, 17, 2
20, 27, 17, 10
20, 27, 19, 23
20, 27, 21, 25
5, 10, 3, 17
5, 10, 3, 31
5, 10, 5, 14
5, 10, 5, 20
5, 10, 5, 26
5, 10, 5, 37
5, 10, 7, 37
5, 10, 11, 13
4, 8, 3, 36
4, 8, 5, 6
4, 8, 8, 19
9, 17, 4, 5
9, 17, 5, 22
9, 17, 5, 30
9, 17, 6, 12
9, 17, 7, 29
9, 17, 9, 9
9, 17, 11, 36
9, 17, 13, 39
9, 34, 4, 11
9, 34, 4, 18
9, 34, 5, 11
9, 34, 6, 37
9, 34, 10, 27
4, 22, 5, 28
4, 30, 28, 10
4, 30, 28, 31
4, 30, 29, 6
4, 30, 29, 21
4, 30, 29, 29
4, 30, 30, 4
4, 30, 30, 37
4, 30, 31, 28
4, 30, 32, 10
4, 30, 32, 27
4, 30, 33, 25
4, 30, 33, 36
4, 30, 35, 25
4, 30, 37, 33
11, 2, 4, 31
11, 2, 6, 27
11, 2, 9, 6
11, 2, 16, 8
11, 2, 17, 13
11, 2, 18, 1
5, 24, 4, 37
5, 24, 5, 21
5, 24, 5, 34
5, 24, 6, 4
7, 7, 5, 7
7, 7, 5, 38
7, 7, 6, 11
7, 7, 6, 36
7, 7, 8, 3
7, 17, 5, 13
7, 17, 6, 2
7, 17, 6, 5
7, 17, 6, 15
5, 15, 7, 32
5, 15, 8, 24
5, 15, 9, 28
5, 15, 11, 14
5, 15, 11, 17
5, 15, 16, 4
5, 15, 16, 22
5, 15, 16, 37
5, 15, 18, 15
8, 34, 5, 17
8, 34, 6, 29
8, 34, 6, 39
8, 34, 8, 20
8, 34, 8, 29
8, 34, 9, 5
8, 34, 9, 19
5, 35, 7, 33
8, 38, 6, 1
8, 38, 6, 33
6, 6, 7, 12
6, 10, 6, 16
6, 14, 7, 8
6, 14, 8, 8
6, 14, 9, 35
6, 14, 10, 15
7, 9, 6, 18
7, 9, 7, 11
6, 34, 6, 19
6, 34, 6, 22
6, 34, 7, 10
6, 34, 7, 19
6, 34, 7, 23
6, 34, 11, 39
6, 34, 13, 13
6, 34, 14, 10
6, 20, 10, 3
6, 20, 12, 21
7, 3, 6, 30
7, 3, 6, 35
7, 3, 7, 4
8, 35, 6, 31
8, 35, 7, 26
8, 35, 8, 4
8, 35, 9, 25
8, 35, 10, 39
8, 35, 11, 31
8, 35, 13, 28
7, 35, 7, 0
7, 35, 8, 2
7, 35, 8, 5
7, 35, 9, 37
7, 35, 10, 26
7, 35, 12, 23
7, 35, 12, 35
7, 35, 16, 28
10, 13, 7, 1
10, 13, 9, 22
10, 13, 14, 8
10, 13, 14, 9
7, 2, 8, 1
7, 2, 10, 21
15, 14, 7, 13
15, 14, 7, 36
15, 14, 8, 17
15, 14, 8, 23
15, 14, 8, 25
15, 14, 9, 10
15, 14, 9, 21
15, 14, 9, 24
15, 14, 9, 30
15, 14, 10, 2
15, 14, 10, 20
