0, 1, 0, 24
0, 2, 0, 23
0, 4, 0, 38
0, 5, 0, 21
0, 36, 0, 9
0, 36, 0, 27
0, 15, 0, 32
0, 17, 0, 20
0, 17, 0, 22
0, 25, 0, 26
0, 34, 0, 29
0, 34, 0, 39
1, 6, 1, 0
1, 6, 1, 2
1, 6, 1, 3
1, 6, 1, 4
1, 6, 1, 5
1, 6, 1, 7
1, 6, 1, 9
1, 6, 1, 10
1, 6, 1, 12
1, 6, 1, 13
1, 6, 1, 14
1, 6, 1, 16
1, 6, 1, 17
1, 6, 1, 19
1, 6, 1, 20
1, 6, 1, 22
1, 6, 1, 23
1, 6, 1, 24
1, 6, 1, 25
1, 6, 1, 26
1, 6, 1, 27
1, 6, 1, 28
1, 6, 1, 30
1, 6, 1, 31
1, 6, 1, 32
1, 6, 1, 33
1, 6, 1, 34
1, 6, 1, 35
1, 6, 1, 36
1, 6, 1, 38
1, 6, 1, 39
2, 14, 1, 8
2, 14, 2, 3
2, 14, 2, 7
2, 14, 2, 10
2, 14, 2, 24
2, 14, 2, 26
2, 14, 2, 27
2, 14, 2, 28
2, 14, 2, 29
2, 14, 2, 35
2, 14, 3, 2
2, 14, 3, 8
2, 14, 3, 9
2, 14, 3, 16
2, 14, 3, 22
2, 14, 3, 30
2, 14, 3, 34
2, 14, 3, 35
2, 14, 3, 37
2, 14, 3, 38
2, 14, 3, 39
2, 14, 4, 1
2, 14, 4, 7
2, 14, 4, 10
2, 14, 4, 24
2, 14, 4, 39
2, 14, 6, 3
2, 14, 6, 37
2, 14, 7, 30
2, 14, 9, 34
2, 14, 10, 27
6, 28, 1, 11
6, 28, 1, 29
6, 28, 4, 13
6, 28, 4, 31
6, 28, 6, 8
6, 28, 6, 27
6, 28, 6, 32
6, 28, 7, 0
6, 28, 7, 23
6, 28, 7, 35
6, 28, 8, 2
6, 28, 8, 5
6, 28, 8, 28
6, 28, 9, 6
6, 28, 9, 16
6, 28, 9, 37
6, 28, 11, 2
6, 28, 13, 13
6, 28, 14, 8
6, 28, 16, 8
6, 28, 17, 13
6, 28, 18, 1
2, 17, 1, 15
2, 17, 3, 19
1, 18, 1, 37
2, 12, 2, 0
2, 12, 2, 1
2, 12, 2, 5
2, 12, 2, 9
2, 12, 2, 11
2, 12, 2, 13
2, 12, 2, 15
2, 12, 2, 19
2, 12, 2, 20
2, 12, 2, 21
2, 12, 2, 22
2, 12, 2, 30
2, 12, 2, 31
2, 12, 2, 32
2, 12, 2, 33
2, 12, 2, 36
2, 12, 2, 38
2, 12, 2, 39
2, 12, 3, 23
2, 12, 3, 33
2, 12, 4, 21
2, 12, 5, 33
2, 25, 2, 4
2, 25, 2, 8
2, 25, 2, 18
2, 25, 3, 10
2, 25, 3, 11
2, 25, 3, 20
2, 25, 4, 19
2, 25, 5, 27
3, 29, 2, 6
3, 29, 2, 37
3, 29, 3, 4
3, 29, 3, 7
3, 29, 3, 15
3, 29, 3, 28
3, 29, 4, 26
3, 29, 5, 2
3, 29, 6, 9
3, 29, 6, 17
7, 38, 2, 16
7, 38, 3, 3
7, 38, 3, 31
7, 38, 4, 6
7, 38, 4, 28
7, 38, 4, 32
7, 38, 4, 33
7, 38, 5, 0
7, 38, 5, 1
7, 38, 5, 8
7, 38, 5, 16
7, 38, 5, 18
7, 38, 5, 23
7, 38, 6, 0
7, 38, 6, 21
7, 38, 6, 23
7, 38, 6, 38
7, 38, 7, 6
7, 38, 7, 25
7, 38, 8, 37
7, 38, 9, 39
7, 38, 10, 6
7, 38, 11, 9
7, 38, 12, 35
3, 17, 2, 34
3, 17, 3, 5
3, 17, 8, 10
3, 17, 9, 1
3, 17, 9, 20
3, 17, 9, 25
3, 17, 12, 17
6, 7, 3, 0
6, 7, 5, 3
6, 7, 5, 5
6, 7, 5, 19
6, 7, 5, 36
6, 7, 6, 13
6, 7, 6, 25
6, 7, 7, 18
6, 7, 7, 20
6, 7, 7, 24
6, 7, 7, 31
6, 7, 7, 39
6, 7, 8, 12
3, 21, 3, 1
3, 21, 3, 6
3, 21, 3, 14
3, 21, 3, 25
3, 21, 3, 26
3, 21, 3, 32
3, 21, 4, 12
3, 21, 4, 14
3, 21, 4, 20
3, 21, 4, 27
3, 21, 5, 9
3, 21, 5, 25
4, 34, 3, 12
4, 34, 3, 24
4, 34, 4, 4
4, 34, 4, 16
4, 34, 4, 17
4, 34, 4, 23
4, 34, 4, 35
4, 34, 4, 36
20, 32, 3, 13
20, 32, 11, 36
20, 32, 11, 38
20, 32, 15, 0
20, 32, 19, 23
20, 32, 20, 11
20, 32, 20, 15
5, 29, 3, 18
5, 29, 4, 0
5, 29, 4, 2
5, 29, 4, 3
5, 29, 4, 9
5, 29, 4, 15
5, 29, 4, 29
5, 29, 4, 38
5, 29, 5, 4
5, 29, 5, 12
